Transaction Date,Post Date,Description,Category,Type,Amount
10/21/2017,10/22/2017,COSTCO WHSE #0683,Shopping,Sale,-162.02
10/20/2017,10/22/2017,APL* ITUNES.COM/BILL,Shopping,Sale,-10.79
10/20/2017,10/22/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-10.95
10/20/2017,10/22/2017,CONOCO - MACARTHUR CONOCO,Gas,Sale,-14.00
10/20/2017,10/22/2017,TOM THUMB #2588,Groceries,Sale,-50.92
10/19/2017,10/22/2017,TOM THUMB #2588,Groceries,Sale,-23.03
10/20/2017,10/22/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-8.94
10/20/2017,10/22/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-16.77
10/19/2017,10/20/2017,WAL-MART #1216,Groceries,Sale,-34.55
10/18/2017,10/20/2017,NEW YORK PIZZA PASTA,Food & Drink,Sale,-28.65
10/18/2017,10/19/2017,WAL-MART #1216,Groceries,Sale,-9.40
10/17/2017,10/18/2017,CONOCO - MACARTHUR CONOCO,Gas,Sale,-10.00
10/17/2017,10/18/2017,A NO 1 AIR INC,Home,Sale,-12.00
10/17/2017,10/18/2017,WALGREENS #3921,Health & Wellness,Sale,-1.20
10/17/2017,10/18/2017,WAL-MART #1216,Groceries,Sale,-14.37
10/17/2017,10/18/2017,WAL-MART #2649,Groceries,Sale,-63.84
10/17/2017,10/17/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-54.78
10/16/2017,10/17/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-71.95
10/16/2017,10/17/2017,WAL-MART #2649,Groceries,Sale,-123.63
10/16/2017,10/17/2017,WAL-MART #2649,Groceries,Sale,-1.12
10/16/2017,10/17/2017,YMCA DALLAS DRAFT EFT,Gifts & Donations,Sale,-69.00
10/15/2017,10/16/2017,PANDA EXPRESS #985,Food & Drink,Sale,-9.80
10/12/2017,10/15/2017,INDIAN SUPERMARKET,Groceries,Sale,-24.47
10/13/2017,10/15/2017,WAL-MART #1216,Groceries,Sale,-66.72
10/14/2017,10/15/2017,NTTA AUTOCHARGE,Travel,Sale,-40.00
10/12/2017,10/13/2017,CONOCO - MACARTHUR CONOCO,Gas,Sale,-20.00
10/11/2017,10/12/2017,STEIN-MART #0112,Shopping,Sale,-27.05
10/09/2017,10/11/2017,85C BAKERY CAFE USA,Food & Drink,Sale,-44.13
10/09/2017,10/11/2017,99 RANCH #1105,Groceries,Sale,-2.70
10/09/2017,10/11/2017,TOM THUMB #2588,Groceries,Sale,-204.01
10/10/2017,10/11/2017,WAL-MART #1216,Groceries,Sale,-65.58
10/10/2017,10/11/2017,Scholastic Education,Education,Sale,-38.31
10/09/2017,10/10/2017,CONOCO - MACARTHUR CONOCO,Gas,Sale,-11.40
10/08/2017,10/10/2017,TOM THUMB #2588,Groceries,Sale,-24.96
10/07/2017,10/09/2017,MOZART BAKERY AND CAFE,Groceries,Sale,-49.90
10/06/2017,10/09/2017,CHURRO ALLEY,Food & Drink,Sale,-4.25
10/08/2017,10/09/2017,HEARD NATURAL SCIENCE MUS,Gifts & Donations,Sale,-47.00
10/09/2017,10/09/2017,Payment Thank You Bill Pa,,Payment,8005.40
10/07/2017,10/09/2017,TOM THUMB #2588,Groceries,Sale,-33.27
10/08/2017,10/09/2017,NTTA AUTOCHARGE,Travel,Sale,-40.00
10/06/2017,10/08/2017,85C BAKERY CAFE USA,Food & Drink,Sale,-5.32
10/06/2017,10/08/2017,WAL-MART #2649,Groceries,Sale,-101.48
10/06/2017,10/08/2017,APL* ITUNES.COM/BILL,Shopping,Sale,-7.56
10/04/2017,10/06/2017,TOM THUMB #2588,Groceries,Sale,-72.47
10/05/2017,10/06/2017,WAL-MART #1216,Groceries,Sale,-65.42
10/03/2017,10/05/2017,WHATABURGER 875    Q26,Food & Drink,Sale,-1.94
10/03/2017,10/05/2017,WHATABURGER 875    Q26,Food & Drink,Sale,-8.53
10/01/2017,10/04/2017,EXXONMOBIL    47908124,Gas,Sale,-20.87
10/02/2017,10/03/2017,WAL-MART #1216,Groceries,Sale,-12.84
10/01/2017,10/03/2017,TOM THUMB #2588,Groceries,Sale,-18.04
10/02/2017,10/03/2017,NTTA AUTOCHARGE,Travel,Sale,-40.00
10/01/2017,10/02/2017,PANERA BREAD #601385,Food & Drink,Sale,-23.12
09/30/2017,10/02/2017,INDIA BAZAAR VALLEY RANCH,Groceries,Sale,-36.95
10/01/2017,10/02/2017,PANERA BREAD #1385,Food & Drink,Sale,-3.19
09/30/2017,10/02/2017,PAYPAL *9479341CANA,Gifts & Donations,Sale,-113.49
10/01/2017,10/02/2017,TARGET        00010322,Shopping,Sale,-8.61
09/28/2017,10/01/2017,TOM THUMB #2588,Groceries,Sale,-36.41
09/29/2017,10/01/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-15.97
09/29/2017,10/01/2017,TOM THUMB #2588,Groceries,Sale,-17.04
09/28/2017,10/01/2017,HOBBY LOBBY #552,Shopping,Sale,-42.47
09/30/2017,10/01/2017,PANERA BREAD #601872,Food & Drink,Sale,-5.19
09/30/2017,10/01/2017,PANERA BREAD #601872,Food & Drink,Sale,-17.93
09/29/2017,09/29/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-47.93
09/28/2017,09/29/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-39.98
09/27/2017,09/28/2017,PANERA BREAD #601385,Food & Drink,Sale,-19.12
09/27/2017,09/28/2017,CHEVRON 0210271,Gas,Sale,-23.92
09/26/2017,09/28/2017,MOZART BAKERY AND CAFE,Groceries,Sale,-17.33
09/26/2017,09/27/2017,WAL-MART #1216,Groceries,Sale,-17.08
09/27/2017,09/27/2017,Kindle Unlimited,Shopping,Sale,-10.81
09/26/2017,09/27/2017,LOWES #00550*,Home,Sale,-32.90
09/25/2017,09/26/2017,WAL-MART #2649,Groceries,Sale,-30.29
09/25/2017,09/26/2017,WAL-MART #1216,Groceries,Sale,-55.92
09/25/2017,09/26/2017,CHEVRON 0371147,Gas,Sale,-25.32
09/23/2017,09/25/2017,BARNES &amp; NOBLE #2657,Food & Drink,Sale,-12.61
09/22/2017,09/25/2017,MOZART BAKERY AND CAFE,Groceries,Sale,-53.14
09/23/2017,09/25/2017,BARNES &amp; NOBLE #2657,Shopping,Sale,-5.36
09/24/2017,09/25/2017,IKEA-FRISCO,Home,Sale,-196.92
09/24/2017,09/25/2017,IKEA-FRISCO,Food & Drink,Sale,-23.01
09/23/2017,09/24/2017,WAL-MART #1216,Groceries,Sale,-133.24
09/23/2017,09/24/2017,WAL-MART #3198,Groceries,Sale,-9.28
09/22/2017,09/24/2017,A NO 1 AIR INC,Home,Sale,-178.00
09/21/2017,09/24/2017,GOING BONKERS TEXAS  -,Entertainment,Sale,-5.37
09/21/2017,09/24/2017,GOING BONKERS TEXAS  -,Entertainment,Sale,-25.95
09/23/2017,09/24/2017,CRACKER BARREL #609 GRAPE,Food & Drink,Sale,-25.08
09/21/2017,09/24/2017,GOING BONKERS TEXAS  -,Entertainment,Sale,-17.30
09/23/2017,09/24/2017,VESTA  *AT&amp;T,Bills & Utilities,Sale,-71.66
09/20/2017,09/22/2017,STARBUCKS STORE 2801,Food & Drink,Sale,-3.95
09/21/2017,09/22/2017,WAL-MART #1216,Groceries,Sale,-63.39
09/20/2017,09/22/2017,TOM THUMB STOR00025882,Groceries,Sale,-27.32
09/21/2017,09/22/2017,NTTA AUTOCHARGE,Travel,Sale,-40.00
09/19/2017,09/21/2017,TOM THUMB STOR00025882,Groceries,Sale,-17.44
09/20/2017,09/21/2017,GUITAR CENTER #463,Shopping,Sale,-43.29
09/19/2017,09/20/2017,TUSCAN CLEANERS,Personal,Sale,-5.83
09/19/2017,09/20/2017,PANDA EXPRESS #1593,Food & Drink,Sale,-14.07
09/19/2017,09/20/2017,CHEVRON 0210271,Gas,Sale,-22.19
09/19/2017,09/19/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-64.35
09/18/2017,09/19/2017,WAL-MART #1216,Groceries,Sale,-60.38
09/18/2017,09/19/2017,THRIFT BOOKS GLOBAL  LLC,Shopping,Sale,-24.41
09/17/2017,09/18/2017,WAL-MART #2649,Groceries,Sale,-177.68
09/15/2017,09/17/2017,TOM THUMB STOR00025882,Groceries,Sale,-78.11
09/14/2017,09/17/2017,OFFICE DEPOT #554,Shopping,Sale,-77.59
09/15/2017,09/17/2017,YMCA DALLAS DRAFT EFT,Gifts & Donations,Sale,-69.00
09/15/2017,09/17/2017,SMOOTHIE KING #1455,Food & Drink,Sale,-9.94
09/13/2017,09/17/2017,EXXONMOBIL    47908124,Gas,Sale,-24.37
09/15/2017,09/17/2017,A NUMBER 1 AIR INC,Home,Sale,-12.00
09/13/2017,09/14/2017,PANERA BREAD #601385,Food & Drink,Sale,-29.28
09/13/2017,09/14/2017,WAL-MART #1216,Groceries,Sale,-2.13
09/13/2017,09/14/2017,CHEVRON 0210271,Gas,Sale,-9.00
09/12/2017,09/13/2017,WAL-MART #1216,Groceries,Sale,-33.18
09/11/2017,09/13/2017,CAFFE BENE,Groceries,Sale,-8.49
09/11/2017,09/13/2017,DRIVER`S EDGE 209,Automotive,Sale,-69.19
09/10/2017,09/12/2017,TUSCAN CLEANERS,Personal,Sale,-6.49
09/11/2017,09/12/2017,CHEVRON 0210271,Gas,Sale,-8.97
09/09/2017,09/11/2017,TOM THUMB STOR00017814,Groceries,Sale,-23.81
09/10/2017,09/11/2017,WAL-MART #2649,Groceries,Sale,-88.65
09/10/2017,09/11/2017,NTTA AUTOCHARGE,Travel,Sale,-40.00
09/09/2017,09/11/2017,STARBUCKS A20 DFW,Food & Drink,Sale,-3.52
09/10/2017,09/10/2017,FOREIGN TRANSACTION FEE,,Fee,-0.03
09/08/2017,09/10/2017,PRET A MANGER,Food & Drink,Sale,-1.31
09/10/2017,09/10/2017,FOREIGN TRANSACTION FEE,,Fee,-0.21
09/08/2017,09/10/2017,STARBUCKS T5A,Food & Drink,Sale,-7.14
09/02/2017,09/04/2017,STARBUCKS K15 ORD,Food & Drink,Sale,-4.45
09/02/2017,09/04/2017,ORD INTELLEGENCIA,Food & Drink,Sale,-14.12
09/01/2017,09/03/2017,HALFPRICEBOOKS-046,Shopping,Sale,-15.57
08/31/2017,09/03/2017,QT 969        08009698,Gas,Sale,-26.59
08/31/2017,09/03/2017,TOM THUMB STOR00025882,Groceries,Sale,-190.36
09/01/2017,09/03/2017,KROGER #0577,Groceries,Sale,-45.02
08/31/2017,09/03/2017,QT 969        08009698,Gas,Sale,-29.51
09/01/2017,09/03/2017,WAL-MART #1216,Groceries,Sale,-14.72
09/01/2017,09/03/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-28.97
09/01/2017,09/03/2017,WENDY'S #2251,Food & Drink,Sale,-16.52
08/30/2017,09/01/2017,NEW YORK PIZZA PASTA,Food & Drink,Sale,-17.05
08/30/2017,09/01/2017,BUDGET RENT ACAR TOLLS,Travel,Sale,-31.75
08/31/2017,09/01/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-9.99
08/31/2017,09/01/2017,NTTA AUTOCHARGE,Travel,Sale,-40.00
09/01/2017,09/01/2017,FOREIGN TRANSACTION FEE,,Fee,-3.62
08/28/2017,09/01/2017,AEROFLOT PJSC,Travel,Sale,-120.78
08/29/2017,08/31/2017,TUSCAN CLEANERS,Personal,Sale,-5.94
08/30/2017,08/31/2017,WAL-MART #1216,Groceries,Sale,-52.88
08/30/2017,08/30/2017,REDEMPTION CREDIT,,Adjustment,39.05
08/22/2017,08/30/2017,BUDGET RENT-A-CAR,Travel,Return,5073.42
08/30/2017,08/30/2017,Payment Thank You - Web,,Payment,2695.02
08/29/2017,08/30/2017,CHEVRON 0210271,Gas,Sale,-9.02
08/27/2017,08/29/2017,URBAN AIR TRAMPOLINE PARK,Entertainment,Sale,-18.39
08/27/2017,08/29/2017,AMERICAN AIR0012145725341,Travel,Sale,-1729.36
08/28/2017,08/29/2017,WAL-MART #1216,Groceries,Sale,-78.90
08/29/2017,08/29/2017,FOREIGN TRANSACTION FEE,,Fee,-22.42
08/27/2017,08/29/2017,AA VI RU RUB0012145721684,Travel,Sale,-747.41
08/27/2017,08/29/2017,SPROUTS FARMERS MAR,Groceries,Sale,-30.45
08/27/2017,08/28/2017,PANERA BREAD #601385,Food & Drink,Sale,-12.85
08/27/2017,08/28/2017,GOOGLE *SERVICES,Personal,Sale,-10.00
08/27/2017,08/28/2017,TRAVEL INSURANCE POLICY,Bills & Utilities,Sale,-129.70
08/26/2017,08/28/2017,TOM THUMB STOR00025882,Groceries,Sale,-31.84
08/27/2017,08/28/2017,GOOGLE *Google Voice,Personal,Sale,-10.00
08/26/2017,08/27/2017,IKEA-FRISCO,Home,Sale,-37.88
08/26/2017,08/27/2017,KROGER #0448,Groceries,Sale,-98.35
08/25/2017,08/27/2017,PP*MCCOYELEMEN,Education,Sale,-191.00
08/24/2017,08/27/2017,TOM THUMB STOR00025882,Groceries,Sale,-19.05
08/26/2017,08/27/2017,IKEA-FRISCO,Food & Drink,Sale,-17.02
08/25/2017,08/27/2017,AMERICAN AIR0010656782788,Travel,Sale,-75.00
08/26/2017,08/27/2017,NTTA CUST SVC ONLINE,Travel,Sale,-17.00
08/25/2017,08/27/2017,PEET'S COFFEE &amp; TEA- 213,Food & Drink,Sale,-4.32
08/27/2017,08/27/2017,Kindle Unlimited,Shopping,Sale,-10.81
08/24/2017,08/27/2017,AMERICAN AIR0012145317805,Travel,Sale,-427.35
08/25/2017,08/27/2017,MOCTEZUMA TAXI,Travel,Sale,-62.50
08/25/2017,08/27/2017,STARBUCKS WEST22251532,Food & Drink,Sale,-3.30
08/25/2017,08/27/2017,PANDA EXPRESS #1593,Food & Drink,Sale,-12.02
08/25/2017,08/27/2017,SOUTHWES    5268757319788,Travel,Sale,-444.35
08/25/2017,08/27/2017,MOCTEZUMA TAXI,Travel,Sale,-62.30
08/23/2017,08/25/2017,TOM THUMB STOR00025882,Groceries,Sale,-75.14
08/24/2017,08/25/2017,VESTA  *AT&amp;T,Bills & Utilities,Sale,-71.66
08/22/2017,08/25/2017,EXXONMOBIL    47908124,Gas,Sale,-5.83
08/24/2017,08/25/2017,WAL-MART #2649,Groceries,Sale,-121.85
08/23/2017,08/25/2017,AMERICAN AIR0012145172480,Travel,Sale,-206.40
08/22/2017,08/24/2017,STARBUCKS STORE 28170,Food & Drink,Sale,-9.96
08/23/2017,08/24/2017,WAL-MART #2649,Groceries,Sale,-6.80
08/23/2017,08/24/2017,WAL-MART #2649,Groceries,Sale,-80.74
08/22/2017,08/24/2017,SHELL OIL 10014067002,Gas,Sale,-5.65
08/22/2017,08/24/2017,LANNINGS DOWNTOWN GRILL,Food & Drink,Sale,-50.05
08/22/2017,08/24/2017,BUDGET RENT-A-CAR,Travel,Sale,-5573.42
08/22/2017,08/24/2017,STARBUCKS STORE 28170,Food & Drink,Sale,-1.91
08/22/2017,08/24/2017,LOVE S COUNTRY00002683,Gas,Sale,-30.88
08/22/2017,08/24/2017,STARBUCKS STORE 28170,Food & Drink,Sale,-4.79
08/21/2017,08/23/2017,ANDRES CONFISERIE SUISSE,Food & Drink,Sale,-37.80
08/21/2017,08/23/2017,SHELL OIL 57445612708,Gas,Sale,-30.23
08/21/2017,08/22/2017,PARISI CAFE,Food & Drink,Sale,-28.41
08/21/2017,08/22/2017,TOPP`D PIZZA,Food & Drink,Sale,-16.56
08/21/2017,08/22/2017,TOPP`D PIZZA,Food & Drink,Sale,-4.97
08/21/2017,08/22/2017,PILOT         00000448,Food & Drink,Sale,-8.39
08/20/2017,08/21/2017,WAL-MART #998,Groceries,Sale,-21.80
08/19/2017,08/21/2017,IHOP 2124,Food & Drink,Sale,-42.24
08/19/2017,08/21/2017,AFV-NATIONALWORLDWAR1M,Food & Drink,Sale,-32.31
08/18/2017,08/20/2017,SHOUT&amp;SACK LLC,Gas,Sale,-23.77
08/18/2017,08/20/2017,SHOUT&amp;SACK LLC,Gas,Sale,-5.11
08/19/2017,08/20/2017,APL* ITUNES.COM/BILL,Shopping,Sale,-16.23
08/18/2017,08/20/2017,APPLEBEES 784198278419,Food & Drink,Sale,-50.93
08/19/2017,08/20/2017,WAL-MART #998,Groceries,Sale,-48.07
08/18/2017,08/20/2017,HOLIDAY INN EXPRESS,Travel,Sale,-958.00
08/18/2017,08/20/2017,HOLIDAY INN EXPRESS,Travel,Sale,-3.00
08/17/2017,08/18/2017,Amazon.com,Shopping,Sale,-32.48
08/17/2017,08/18/2017,Amazon.com,Shopping,Sale,-28.13
08/17/2017,08/18/2017,PANDA EXPRESS #2398,Food & Drink,Sale,-23.11
08/16/2017,08/18/2017,MOZART BAKERY AND CAFE,Groceries,Sale,-8.65
08/17/2017,08/18/2017,HARBOR FREIGHT TOOLS 318,Home,Sale,-34.57
08/16/2017,08/17/2017,Amazon.com,Shopping,Sale,-26.46
08/16/2017,08/17/2017,LOWES #00550*,Home,Sale,-10.80
08/16/2017,08/17/2017,WAL-MART #2649,Groceries,Sale,-68.94
08/15/2017,08/16/2017,A NUMBER 1 AIR INC,Home,Sale,-12.00
08/15/2017,08/16/2017,YMCA DALLAS DRAFT EFT,Gifts & Donations,Sale,-69.00
08/14/2017,08/15/2017,WAL-MART #2649,Groceries,Sale,-22.02
08/13/2017,08/15/2017,STAR DALLAS LOT 17 RCS,Travel,Sale,-12.00
08/14/2017,08/15/2017,WAL-MART #2649,Groceries,Sale,-1.12
08/14/2017,08/14/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-32.00
08/13/2017,08/14/2017,AmazonPrime Membership,Bills & Utilities,Sale,-107.17
08/13/2017,08/14/2017,KROGER #0448,Groceries,Sale,-35.36
08/12/2017,08/13/2017,Amazon.com,Shopping,Sale,-10.91
08/11/2017,08/13/2017,SPROUTS FARMERS MAR,Groceries,Sale,-1.94
08/11/2017,08/13/2017,DAISO TX02 IRVING,Shopping,Sale,-9.74
08/11/2017,08/13/2017,SMOOTHIE KING #1455,Food & Drink,Sale,-9.94
08/11/2017,08/13/2017,PAYPAL *DSTARBLADES,Shopping,Sale,-74.98
08/11/2017,08/13/2017,PAYPAL *1800FLOWERS,Shopping,Sale,-82.84
08/11/2017,08/13/2017,KROGER #0577,Groceries,Sale,-69.30
08/11/2017,08/13/2017,SPROUTS FARMERS MAR,Groceries,Sale,-40.98
08/12/2017,08/13/2017,SMOOTHIE KING #1455,Food & Drink,Sale,-9.94
08/11/2017,08/13/2017,URBAN AIR TRAMPOLINE PARK,Entertainment,Sale,-2.50
08/12/2017,08/13/2017,Payment Thank You - Web,,Payment,200.00
08/10/2017,08/13/2017,NEW YORK PIZZA PASTA,Food & Drink,Sale,-42.05
08/12/2017,08/13/2017,Amazon.com,Shopping,Sale,-43.01
08/12/2017,08/13/2017,TUSCAN CLEANERS,Personal,Sale,-14.81
08/12/2017,08/13/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-11.34
08/10/2017,08/11/2017,SMOOTHIE KING #1455,Food & Drink,Sale,-9.94
