Transaction Date,Post Date,Description,Category,Type,Amount
08/10/2017,08/11/2017,PANERA BREAD #1385,Food & Drink,Sale,-3.19
08/10/2017,08/11/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-44.95
08/09/2017,08/11/2017,URBAN AIR TRAMPOLINE PARK,Entertainment,Sale,-23.79
08/09/2017,08/11/2017,URBAN AIR TRAMPOLINE PARK,Entertainment,Sale,-23.79
08/10/2017,08/11/2017,WAL-MART #2649,Groceries,Sale,-44.41
08/10/2017,08/10/2017,Payment Thank You-Mobile,,Payment,1600.00
08/10/2017,08/10/2017,Payment Thank You Bill Pa,,Payment,1086.84
08/09/2017,08/10/2017,TARGET        00010322,Shopping,Sale,-16.23
08/10/2017,08/10/2017,Payment Thank You - Bill,,Payment,500.00
08/09/2017,08/09/2017,Payment Thank You - Web,,Payment,1000.00
08/08/2017,08/09/2017,WAL-MART #2649,Groceries,Sale,-31.09
08/08/2017,08/09/2017,WAL-MART #2649,Groceries,Sale,-92.78
08/08/2017,08/09/2017,WM SUPERCENTER #2649,Groceries,Sale,-5.26
08/05/2017,08/08/2017,EXXONMOBIL    47908124,Gas,Sale,-21.71
08/07/2017,08/08/2017,PAYPAL *ADORAMACAME,Shopping,Sale,-20.25
08/07/2017,08/08/2017,NTTA AUTOCHARGE,Travel,Sale,-40.00
08/06/2017,08/07/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-15.30
08/06/2017,08/07/2017,IKEA-FRISCO,Home,Sale,-29.17
08/05/2017,08/07/2017,BARNES &amp; NOBLE #2657,Shopping,Sale,-109.24
08/06/2017,08/07/2017,IKEA-FRISCO,Food & Drink,Sale,-25.25
08/04/2017,08/06/2017,KROGER #0448,Groceries,Sale,-55.03
08/03/2017,08/06/2017,RAISING CANE'S #71,Food & Drink,Sale,-16.12
08/04/2017,08/06/2017,TOM THUMB STOR00025882,Groceries,Sale,-29.55
08/05/2017,08/06/2017,TOYS R US #7822,Shopping,Sale,-20.52
08/02/2017,08/03/2017,GOOGLE *Google Voice,Personal,Sale,-10.00
08/02/2017,08/03/2017,WM SUPERCENTER #2649,Groceries,Sale,-1.20
08/02/2017,08/03/2017,WM SUPERCENTER #2649,Groceries,Sale,-28.40
08/01/2017,08/02/2017,COSTCO WHSE #0683,Shopping,Sale,-133.80
08/01/2017,08/02/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-29.88
07/31/2017,08/01/2017,WM SUPERCENTER #2649,Groceries,Sale,-72.81
07/31/2017,08/01/2017,WM SUPERCENTER #2649,Groceries,Sale,-26.25
07/31/2017,08/01/2017,PANERA BREAD #601385,Food & Drink,Sale,-9.83
07/31/2017,08/01/2017,PANERA BREAD #601385,Food & Drink,Sale,-21.04
07/31/2017,08/01/2017,WM SUPERCENTER #2649,Groceries,Sale,-1.20
07/30/2017,08/01/2017,INDIA BAZAAR VALLEY RANCH,Groceries,Sale,-7.48
07/29/2017,07/31/2017,LESLIES POOLMART,Home,Sale,-10.81
07/29/2017,07/30/2017,MOJANG.COM,Entertainment,Sale,-26.95
07/28/2017,07/30/2017,WAL-MART #2649,Groceries,Sale,-4.90
07/28/2017,07/30/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-18.85
07/29/2017,07/30/2017,HERTZ TOLL CHARGE-ATS,Travel,Sale,-26.16
07/28/2017,07/30/2017,TOM THUMB STOR00025882,Groceries,Sale,-63.60
07/28/2017,07/30/2017,WAL-MART #2649,Groceries,Sale,-65.13
07/27/2017,07/28/2017,PAYPAL *HOME DEPOT,Home,Sale,-194.88
07/26/2017,07/28/2017,TOM THUMB STOR00025882,Groceries,Sale,-50.82
07/26/2017,07/27/2017,Amazon.com,Shopping,Sale,-25.14
07/27/2017,07/27/2017,Kindle Unlimited,Shopping,Sale,-10.81
07/24/2017,07/24/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-28.99
07/22/2017,07/24/2017,HALFPRICEBOOKS-046,Shopping,Sale,-20.55
07/23/2017,07/24/2017,USPS KIOSK 4843619551,Shopping,Sale,-5.34
07/21/2017,07/24/2017,NEW YORK PIZZA PASTA,Food & Drink,Sale,-38.85
07/21/2017,07/23/2017,WAL-MART #2649,Groceries,Sale,-55.76
07/21/2017,07/23/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-31.95
07/21/2017,07/23/2017,TOM THUMB STOR00025882,Groceries,Sale,-17.42
07/22/2017,07/23/2017,SMOOTHIE KING #1455,Food & Drink,Sale,-9.94
07/20/2017,07/21/2017,PANERA BREAD #601385,Food & Drink,Sale,-22.97
07/19/2017,07/21/2017,INDIA BAZAAR VALLEY RANCH,Groceries,Sale,-3.99
07/19/2017,07/20/2017,COSTCO WHSE #0683,Shopping,Sale,-122.70
07/18/2017,07/20/2017,NEW YORK PIZZA PASTA,Food & Drink,Sale,-37.83
07/18/2017,07/20/2017,NEW YORK PIZZA PASTA,Food & Drink,Sale,-4.19
07/18/2017,07/20/2017,USA BOWL,Entertainment,Sale,-9.20
07/18/2017,07/19/2017,WAL-MART #2649,Groceries,Sale,-8.02
07/18/2017,07/19/2017,WAL-MART #2649,Groceries,Sale,-26.36
07/18/2017,07/19/2017,WAL-MART #2649,Groceries,Sale,-3.70
07/17/2017,07/19/2017,SHELL OIL 57545527608,Gas,Sale,-17.30
07/17/2017,07/18/2017,Amazon.com,Shopping,Sale,-6.17
07/15/2017,07/18/2017,MOOYAH - 171,Food & Drink,Sale,-11.89
07/17/2017,07/18/2017,Amazon.com,Shopping,Sale,-19.91
07/17/2017,07/18/2017,A NUMBER 1 AIR INC,Home,Sale,-12.00
07/16/2017,07/18/2017,WENDY'S #2282,Food & Drink,Sale,-6.67
07/17/2017,07/18/2017,WAL-MART #2649,Groceries,Sale,-45.14
07/17/2017,07/18/2017,PAY*HOMEAWAY HA-83C8NY,Professional Services,Return,150.00
07/16/2017,07/18/2017,OFFICE DEPOT #554,Shopping,Sale,-1.08
07/16/2017,07/17/2017,TARGET        00010322,Shopping,Sale,-9.73
07/15/2017,07/17/2017,OFFICE DEPOT #554,Shopping,Sale,-6.48
07/15/2017,07/17/2017,THE HOME DEPOT #6557,Home,Sale,-6.04
07/15/2017,07/17/2017,ITALIAN CAFE,Food & Drink,Sale,-22.39
07/15/2017,07/16/2017,SMOOTHIE KING #1455,Food & Drink,Sale,-14.57
07/12/2017,07/13/2017,KROGER #0577,Groceries,Sale,-26.78
07/12/2017,07/13/2017,WAL-MART #2649,Groceries,Sale,-4.14
07/11/2017,07/12/2017,WAL-MART #2649,Groceries,Sale,-1.20
07/10/2017,07/12/2017,PAYPAL *MYHERITAGEL,Professional Services,Sale,-170.00
07/09/2017,07/11/2017,CORNER STORE 2363,Gas,Sale,-6.50
07/09/2017,07/11/2017,CORNER STORE 2363,Gas,Sale,-13.40
07/09/2017,07/11/2017,BUC-EE'S #26,Gas,Sale,-39.09
07/09/2017,07/11/2017,EXXONMOBIL    47638762,Gas,Sale,-1.93
07/10/2017,07/11/2017,WAL-MART #2649,Groceries,Sale,-82.86
07/10/2017,07/10/2017,Payment Thank You - Web,,Payment,7852.55
07/10/2017,07/10/2017,REDEMPTION CREDIT,,Adjustment,96.28
07/09/2017,07/10/2017,CHEVRON 0302027,Gas,Sale,-20.02
07/07/2017,07/09/2017,PAY*HOMEAWAY HA-83C8NY,Professional Services,Return,80.00
07/07/2017,07/09/2017,GOLDEN CORRAL 0629,Food & Drink,Sale,-43.77
07/07/2017,07/09/2017,JIMMYS ON THE PIER,Food & Drink,Sale,-54.47
07/08/2017,07/09/2017,SPACE CTR HOU ONLINE,Gifts & Donations,Sale,-137.75
07/08/2017,07/09/2017,CVS/PHARMACY #06247,Health & Wellness,Sale,-78.31
07/07/2017,07/09/2017,WAL-MART #504,Groceries,Sale,-33.56
07/06/2017,07/09/2017,STARBUCKS STORE 06325,Food & Drink,Sale,-7.14
07/05/2017,07/07/2017,SAPORI RISTORANTE,Food & Drink,Sale,-61.00
07/06/2017,07/07/2017,GOLDEN CORRAL 0629,Food & Drink,Sale,-34.27
07/05/2017,07/07/2017,MOODY GARDENS WEBSTORE,Entertainment,Sale,-51.75
07/05/2017,07/06/2017,LONE STAR FLIGHT M,Shopping,Sale,-12.88
07/05/2017,07/06/2017,LONE STAR FLIGHT M,Shopping,Sale,-36.00
07/05/2017,07/06/2017,PAY*HOMEAWAY HA-1QX6F7,Professional Services,Sale,-166.75
07/04/2017,07/06/2017,MOODY GARDENS MICROS,Food & Drink,Sale,-9.74
07/04/2017,07/06/2017,MOODY GARDENS MICROS,Food & Drink,Sale,-22.73
07/04/2017,07/06/2017,MOODY GARDENS WEBSTORE,Entertainment,Sale,-134.75
07/05/2017,07/06/2017,WAL-MART #504,Groceries,Sale,-110.13
07/05/2017,07/06/2017,THE COLONEL MUSEUM INC,Entertainment,Sale,-11.00
07/04/2017,07/05/2017,KROGER FUEL CTR #7302,Gas,Sale,-24.05
07/04/2017,07/05/2017,PAYPAL *9479341CANA,Gifts & Donations,Sale,-108.35
07/05/2017,07/05/2017,VESTA  *AT&amp;T,Bills & Utilities,Sale,-71.66
07/04/2017,07/05/2017,KROGER #302,Groceries,Sale,-4.50
07/04/2017,07/05/2017,KROGER #302,Groceries,Sale,-15.77
07/03/2017,07/04/2017,WAL-MART #504,Groceries,Sale,-79.71
07/03/2017,07/04/2017,KROGER #302,Groceries,Sale,-35.78
07/03/2017,07/04/2017,JIMMYS ON THE PIER,Food & Drink,Sale,-111.42
07/02/2017,07/03/2017,WAL-MART #504,Groceries,Sale,-193.23
07/01/2017,07/03/2017,BUC-EE'S #33,Gas,Sale,-12.06
07/01/2017,07/03/2017,LOVE S COUNTRY00002881,Gas,Sale,-26.98
07/01/2017,07/03/2017,LOVE S COUNTRY00002881,Gas,Sale,-1.29
07/02/2017,07/03/2017,KROGER #302,Groceries,Sale,-122.65
07/01/2017,07/03/2017,PILOT         00002345,Gas,Sale,-6.33
07/02/2017,07/03/2017,KROGER #302,Groceries,Sale,-34.43
07/01/2017,07/03/2017,LOVE S COUNTRY00002881,Gas,Sale,-18.70
07/02/2017,07/03/2017,MARAVILLA CONDOMINIUM OWN,Personal,Sale,-40.00
06/29/2017,07/02/2017,LOWES #00550*,Home,Sale,-67.59
06/30/2017,07/02/2017,WAL-MART #2649,Groceries,Sale,-163.12
06/29/2017,07/02/2017,INDIA BAZAAR VALLEY RANCH,Groceries,Sale,-33.96
07/01/2017,07/02/2017,COOPER FARMS,Gas,Sale,-54.49
07/01/2017,07/02/2017,BURGER KING #13073,Food & Drink,Sale,-14.92
07/01/2017,07/02/2017,JIMMYS ON THE PIER,Food & Drink,Sale,-48.05
06/30/2017,07/02/2017,OFFICE DEPOT #554,Shopping,Sale,-3.34
06/29/2017,06/30/2017,SMOOTHIE KING #1455,Food & Drink,Sale,-4.97
06/29/2017,06/30/2017,PANERA BREAD #601385,Food & Drink,Sale,-8.96
06/29/2017,06/30/2017,NTTA AUTOCHARGE,Travel,Sale,-40.00
06/27/2017,06/29/2017,MOZART BAKERY AND CAFE,Groceries,Sale,-56.00
06/27/2017,06/29/2017,TOM THUMB STOR00025882,Groceries,Sale,-53.04
06/27/2017,06/29/2017,DAISO TX02 IRVING,Shopping,Sale,-14.07
06/28/2017,06/29/2017,WAL-MART #2649,Groceries,Sale,-16.13
06/28/2017,06/29/2017,WAL-MART #2649,Groceries,Sale,-1.15
06/26/2017,06/28/2017,MOZART BAKERY AND CAFE,Groceries,Sale,-11.98
06/26/2017,06/28/2017,7-ELEVEN 33126,Gas,Sale,-17.88
06/26/2017,06/28/2017,TOM THUMB STOR00025882,Groceries,Sale,-25.36
06/27/2017,06/28/2017,PANERA BREAD #601385,Food & Drink,Sale,-36.06
06/27/2017,06/28/2017,VESTA  *AT&amp;T,Bills & Utilities,Sale,-33.08
06/27/2017,06/28/2017,KROGER #0577,Groceries,Sale,-4.64
06/27/2017,06/28/2017,KROGER #0577,Groceries,Sale,-8.50
06/27/2017,06/28/2017,KROGER #0577,Groceries,Sale,-25.39
06/26/2017,06/27/2017,TARGET        00010322,Shopping,Sale,-24.12
06/26/2017,06/27/2017,WAL-MART #1216,Groceries,Sale,-185.05
06/27/2017,06/27/2017,Kindle Unlimited,Shopping,Sale,-10.81
06/25/2017,06/26/2017,WAL-MART #2649,Groceries,Sale,-34.11
06/24/2017,06/26/2017,GOING BONKERS TEXAS  -,Entertainment,Sale,-16.22
06/24/2017,06/26/2017,BARNES &amp; NOBLE #2657,Shopping,Sale,-43.29
06/24/2017,06/25/2017,PANDA EXPRESS #985,Food & Drink,Sale,-13.86
06/22/2017,06/25/2017,HALFPRICEBOOKS-046,Shopping,Sale,-23.77
06/23/2017,06/25/2017,DAISO TX02 IRVING,Shopping,Sale,-15.16
06/23/2017,06/25/2017,TFI*TICKETFLY EVENTS,Entertainment,Sale,-71.59
06/23/2017,06/25/2017,PAYLESS SHOESO00032557,Shopping,Sale,-37.88
06/22/2017,06/25/2017,MOZART BAKERY AND CAFE,Groceries,Sale,-12.93
06/23/2017,06/25/2017,CHEVRON 0210271,Gas,Sale,-11.54
06/23/2017,06/25/2017,TOM THUMB STOR00025882,Groceries,Sale,-46.82
06/22/2017,06/25/2017,MOZART BAKERY AND CAFE,Groceries,Sale,-3.15
06/23/2017,06/25/2017,AMAZON MKTPLACE PMTS,Shopping,Sale,-31.90
06/21/2017,06/23/2017,KROGER #0577,Groceries,Sale,-1.99
06/23/2017,06/23/2017,Amazon.com,Shopping,Sale,-51.18
06/22/2017,06/23/2017,KROGER #0577,Groceries,Sale,-15.70
06/21/2017,06/22/2017,WALGREENS #3921,Health & Wellness,Sale,-41.09
06/21/2017,06/22/2017,WAL-MART #2649,Groceries,Sale,-29.08
06/21/2017,06/22/2017,WAL-MART #2649,Groceries,Sale,-18.65
06/21/2017,06/22/2017,LOWES #00550*,Home,Sale,-27.83
06/21/2017,06/22/2017,PANERA BREAD #1385,Food & Drink,Sale,-3.19
06/21/2017,06/22/2017,WAL-MART #2649,Groceries,Sale,-10.86
06/20/2017,06/21/2017,WAL-MART #1216,Groceries,Sale,-19.12
06/20/2017,06/21/2017,TOYS R US #7813,Shopping,Sale,-37.81
06/19/2017,06/20/2017,PAY*HOMEAWAY HA-83C8NY,Professional Services,Sale,-150.00
06/19/2017,06/20/2017,PAY*HOMEAWAY HA-83C8NY,Professional Services,Sale,-272.70
06/19/2017,06/20/2017,PAY*HOMEAWAY HA-83C8NY,Professional Services,Sale,-358.00
06/19/2017,06/20/2017,MANDALAY TOWER,Travel,Sale,-10.00
06/19/2017,06/20/2017,STEIN-MART #0112,Shopping,Return,124.46
06/19/2017,06/20/2017,PANERA BREAD #601385,Food & Drink,Sale,-30.01
06/19/2017,06/20/2017,CHEVRON 0305560,Gas,Sale,-21.37
06/19/2017,06/19/2017,GRANADA MARKET INC,Groceries,Sale,-10.81
06/17/2017,06/18/2017,NTTA AUTOCHARGE,Travel,Sale,-40.00
06/15/2017,06/18/2017,TOM THUMB STOR00025882,Groceries,Sale,-39.90
06/16/2017,06/18/2017,PAY*HOMEAWAY HA-XB4MXF,Professional Services,Return,250.00
06/16/2017,06/18/2017,PAYPAL *POOL UNLMTD,Home,Sale,-130.01
