Transaction Date,Post Date,Description,Category,Type,Amount
12/19/2018,12/21/2018,CARROLLTON FARMERS BRANCH,Education,Sale,-42.49
12/20/2018,12/21/2018,GAMESTOP #4937,Entertainment,Sale,-138.35
12/20/2018,12/21/2018,AMZN Mktp US*M285Z3BE0,Shopping,Sale,-129.99
12/18/2018,12/20/2018,OFFICE DEPOT #554,Shopping,Sale,-20.88
12/19/2018,12/20/2018,WAL-MART #1216,Groceries,Sale,-60.07
12/19/2018,12/20/2018,WAL-MART #2649,Groceries,Sale,-301.05
12/19/2018,12/20/2018,PAYPAL *PEAKTHEORYI,Shopping,Sale,-54.99
12/18/2018,12/19/2018,USPS PO 4843610061,Shopping,Sale,-50.00
12/17/2018,12/19/2018,DAISO TX01 CARROLLTON,Shopping,Sale,-5.41
12/18/2018,12/19/2018,AMZN Mktp US*M21CM4EJ1,Shopping,Sale,-43.94
12/18/2018,12/18/2018,LEGACY ER,Health & Wellness,Sale,-250.00
12/17/2018,12/18/2018,WAL-MART #1216,Groceries,Sale,-104.97
12/15/2018,12/17/2018,OFFICE DEPOT #554,Shopping,Sale,-8.98
12/15/2018,12/17/2018,OFFICE DEPOT #554,Shopping,Sale,-11.90
12/14/2018,12/16/2018,KROGER 0577,Groceries,Sale,-170.24
12/14/2018,12/16/2018,STEIN-MART #0112,Shopping,Sale,-27.05
12/15/2018,12/16/2018,A NO 1 AIR INC,Home,Sale,-12.00
12/14/2018,12/16/2018,PANERA BREAD #601385,Food & Drink,Sale,-3.39
12/15/2018,12/16/2018,AMZN Mktp US*M23RB6NL1,Shopping,Sale,-7.94
12/15/2018,12/16/2018,AMZN Mktp US*M216Q0NI1,Shopping,Sale,-16.99
12/15/2018,12/16/2018,H MART CARROLTON,Groceries,Sale,-77.87
12/15/2018,12/16/2018,KROGER 0448,Groceries,Sale,-48.48
12/12/2018,12/13/2018,AMZN Mktp US*M08WM6W50,Shopping,Sale,-28.99
12/12/2018,12/13/2018,WALK IN AND URGENT CARE P,Health & Wellness,Sale,-50.00
12/12/2018,12/13/2018,APL*ITUNES.COM/BILL,Shopping,Sale,-3.24
12/12/2018,12/13/2018,CHEVRON 0210271,Gas,Sale,-17.76
12/12/2018,12/12/2018,Amazon.com*M02F157W2,Shopping,Sale,-87.24
12/11/2018,12/12/2018,AMZN Mktp US*M05J47IW0,Shopping,Sale,-139.99
12/11/2018,12/11/2018,Payment Thank You Bill Pa,,Payment,3588.92
12/10/2018,12/11/2018,WAL-MART #2649,Groceries,Sale,-56.29
12/09/2018,12/10/2018,OLENA JACOBS,Shopping,Sale,-21.60
12/09/2018,12/10/2018,OLENA JACOBS,Shopping,Sale,-37.80
12/10/2018,12/10/2018,AMZN Mktp US*M03CR5S82,Shopping,Sale,-41.59
12/09/2018,12/10/2018,AMZN Mktp US*M01QV6971,Shopping,Sale,-17.99
12/07/2018,12/09/2018,Amazon.com*M04TX5291,Shopping,Sale,-15.11
12/08/2018,12/09/2018,KROGER 0448,Groceries,Sale,-164.93
12/08/2018,12/09/2018,IKEA-FRISCO,Food & Drink,Sale,-25.10
12/08/2018,12/09/2018,AMZN Mktp US*M072N5KH1,Shopping,Sale,-40.65
12/07/2018,12/09/2018,Amazon.com*M009I2Q62,Shopping,Sale,-17.32
12/06/2018,12/09/2018,EXXONMOBIL    47908124,Gas,Sale,-18.01
12/06/2018,12/07/2018,PAYPAL *9479341CANA,Gifts & Donations,Sale,-106.19
12/05/2018,12/06/2018,AMZN Mktp US*M04EB06F1,Shopping,Sale,-13.77
12/04/2018,12/05/2018,KROGER 0577,Groceries,Sale,-62.88
12/04/2018,12/05/2018,AMZN Mktp US*M08JJ0MI2,Shopping,Sale,-53.00
12/02/2018,12/03/2018,KROGER 0448,Groceries,Sale,-30.42
12/01/2018,12/02/2018,WHOLEFDS LCL #10627,Groceries,Sale,-27.80
11/30/2018,12/02/2018,LOWES #00550*,Home,Sale,-19.13
11/30/2018,12/02/2018,WAL-MART #1216,Groceries,Sale,-82.75
11/30/2018,12/02/2018,85C BAKERY CAFE USA,Food & Drink,Sale,-7.60
12/01/2018,12/02/2018,KROGER 0448,Groceries,Sale,-89.46
11/29/2018,12/02/2018,TOM THUMB #2588,Groceries,Sale,-1.60
11/29/2018,11/30/2018,APL*ITUNES.COM/BILL,Shopping,Sale,-5.39
11/29/2018,11/30/2018,WAL-MART #1216,Groceries,Sale,-65.12
11/28/2018,11/29/2018,PAYPAL *WIKIMEDIAFO,Gifts & Donations,Sale,-5.00
11/28/2018,11/29/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
11/27/2018,11/28/2018,AMZN Mktp US*M00M280E1,Shopping,Sale,-38.78
11/26/2018,11/28/2018,EXXONMOBIL    47954649,Gas,Sale,-20.48
11/26/2018,11/27/2018,WAL-MART #1216,Groceries,Sale,-34.12
11/27/2018,11/27/2018,Kindle Unltd*M03G743H2,Shopping,Sale,-10.81
11/24/2018,11/26/2018,EXXONMOBIL    45982980,Gas,Sale,-33.56
11/25/2018,11/26/2018,Amazon.com*M06NA6J31,Shopping,Sale,-16.23
11/25/2018,11/26/2018,WAL-MART #2649,Groceries,Sale,-118.92
11/24/2018,11/26/2018,BUC-EE'S #35,Groceries,Sale,-27.14
11/25/2018,11/26/2018,WAL-MART #2649,Groceries,Sale,-47.47
11/24/2018,11/26/2018,EXXONMOBIL    48043814,Gas,Sale,-4.74
11/26/2018,11/26/2018,AMZN Mktp US*M05N72Z52,Shopping,Sale,-38.98
11/23/2018,11/25/2018,AMZN Mktp US*M06V494V0,Shopping,Sale,-7.80
11/23/2018,11/25/2018,CREEKSIDE IN-STORE TICK,Entertainment,Sale,-38.50
11/22/2018,11/22/2018,Prime Video*M08JH64W1,Shopping,Sale,-4.32
11/20/2018,11/21/2018,BB *MCKENNA CHILDRENS,Gifts & Donations,Sale,-52.50
11/18/2018,11/21/2018,EXXONMOBIL    47908124,Gas,Sale,-28.75
11/20/2018,11/20/2018,GOOGLE *Domains,Personal,Sale,-12.00
11/19/2018,11/20/2018,H-E-B #694,Groceries,Sale,-66.32
11/19/2018,11/20/2018,AMZN Mktp US*M09640C30,Shopping,Sale,-14.99
11/18/2018,11/20/2018,EXXONMOBIL    48043814,Gas,Sale,-16.98
11/16/2018,11/18/2018,MICHAELS STORES 1056,Shopping,Sale,-2.81
11/17/2018,11/18/2018,AMZN Mktp US*M85XT3WN0,Shopping,Sale,-34.67
11/16/2018,11/18/2018,WAL-MART #2649,Groceries,Sale,-42.46
11/15/2018,11/16/2018,CARROLLTON FARMERS BRANCH,Education,Sale,-42.49
11/15/2018,11/16/2018,A NO 1 AIR INC,Home,Sale,-12.00
11/13/2018,11/15/2018,85C BAKERY CAFE USA,Food & Drink,Sale,-11.00
11/13/2018,11/14/2018,KROGER 0448,Groceries,Sale,-35.60
11/13/2018,11/14/2018,Amazon.com*M82ED72Q1,Shopping,Sale,-21.10
11/12/2018,11/13/2018,AMZN Mktp US*M88M65241,Shopping,Sale,-64.90
11/11/2018,11/12/2018,AMZN Mktp US*M86CQ2SB1,Shopping,Sale,-43.94
11/12/2018,11/12/2018,Payment Thank You - Web,,Payment,1000.00
11/12/2018,11/12/2018,PAYPAL *WAYFAIR,Home,Sale,-115.82
11/10/2018,11/11/2018,AMZN Mktp US,Shopping,Return,44.99
11/09/2018,11/11/2018,VGHM LLC,Entertainment,Sale,-44.00
11/09/2018,11/11/2018,AMZN Mktp US*M82Z046W0,Shopping,Sale,-49.00
11/11/2018,11/11/2018,AMZN Mktp US*M86X116A2,Shopping,Sale,-37.14
11/10/2018,11/11/2018,WALGREENS #3921,Health & Wellness,Sale,-68.51
11/09/2018,11/11/2018,KROGER 0448,Groceries,Sale,-28.44
11/08/2018,11/09/2018,AMZN Mktp US*M83QK08F0,Shopping,Sale,-41.00
11/09/2018,11/09/2018,Payment Thank You Bill Pa,,Payment,4659.48
11/08/2018,11/09/2018,KROGER 0448,Groceries,Sale,-44.30
11/07/2018,11/08/2018,IKEA-FRISCO,Home,Sale,-393.78
11/07/2018,11/08/2018,IKEA-FRISCO,Food & Drink,Sale,-15.65
11/06/2018,11/07/2018,AMZN Mktp US*M84Y27BU0,Shopping,Sale,-13.70
11/05/2018,11/07/2018,PEDIATRIC CENTER OF LAS C,Health & Wellness,Sale,-50.00
11/06/2018,11/07/2018,WAL-MART #1216,Groceries,Sale,-81.99
11/05/2018,11/06/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
11/04/2018,11/05/2018,LOWES #00550*,Home,Sale,-88.67
11/03/2018,11/05/2018,EURO DELI,Groceries,Sale,-111.70
11/02/2018,11/04/2018,THE MENS WEARHOUSE #1249,Shopping,Sale,-21.64
11/03/2018,11/04/2018,Amazon.com*M83U60V81,Shopping,Sale,-7.84
11/02/2018,11/04/2018,INDIA BAZAAR VALLEY RANCH,Groceries,Sale,-24.95
11/03/2018,11/04/2018,IKEA-FRISCO,Food & Drink,Sale,-11.21
11/02/2018,11/04/2018,MICHAELS STORES 1056,Shopping,Sale,-16.24
11/02/2018,11/04/2018,TOM THUMB #2588,Groceries,Sale,-8.51
10/31/2018,11/02/2018,THE MENS WEARHOUSE #1249,Shopping,Sale,-599.64
11/01/2018,11/02/2018,GAMESTOP #4937,Entertainment,Sale,-108.13
11/01/2018,11/02/2018,STEIN-MART #0112,Shopping,Sale,-23.80
10/31/2018,11/01/2018,WAL-MART #2649,Groceries,Sale,-21.54
10/30/2018,11/01/2018,NEW YORK PIZZA PASTA,Food & Drink,Sale,-36.82
10/31/2018,11/01/2018,AMZN Mktp US*M89NV8PQ1,Shopping,Sale,-44.99
10/31/2018,11/01/2018,LESLIES POOLMART,Shopping,Sale,-173.19
10/30/2018,11/01/2018,OFFICE DEPOT #2144,Shopping,Sale,-47.60
11/01/2018,11/01/2018,AMZN Mktp US*M85103GJ2,Shopping,Sale,-41.79
10/30/2018,11/01/2018,CAFE MOZART BAKERY,Food & Drink,Sale,-6.32
10/29/2018,10/31/2018,Texas PTA,Personal,Sale,-15.50
10/29/2018,10/31/2018,85C BAKERY CAFE USA,Food & Drink,Sale,-3.60
10/28/2018,10/30/2018,EXXONMOBIL    48043814,Gas,Sale,-30.46
10/29/2018,10/30/2018,KINOKUNIYA BOOKSTORES OF,Shopping,Sale,-12.98
10/28/2018,10/29/2018,KROGER 0577,Groceries,Sale,-104.33
10/26/2018,10/28/2018,EXXONMOBIL    48043814,Gas,Sale,-8.85
10/27/2018,10/28/2018,Kindle Unltd*M80WC1AF1,Shopping,Sale,-10.81
10/26/2018,10/28/2018,VZWRLSS*PREPAID PYMNT,Bills & Utilities,Sale,-33.08
10/26/2018,10/28/2018,TOM THUMB #2588,Groceries,Sale,-39.00
10/25/2018,10/26/2018,WALGREENS #3921,Health & Wellness,Sale,-10.00
10/24/2018,10/26/2018,TOM THUMB #2588,Groceries,Sale,-44.77
10/24/2018,10/25/2018,WALGREENS #3921,Health & Wellness,Sale,-16.77
10/25/2018,10/25/2018,AMZN Mktp US*M89UP5TD2,Shopping,Sale,-20.28
10/24/2018,10/25/2018,AMZN Mktp US*M875B5TN2,Shopping,Sale,-130.00
10/23/2018,10/25/2018,PARTY CITY 63,Shopping,Sale,-18.39
10/23/2018,10/25/2018,PARTY CITY 63,Shopping,Sale,-73.56
10/22/2018,10/24/2018,TOM THUMB #2588,Groceries,Sale,-19.07
10/22/2018,10/23/2018,WAL-MART #1216,Groceries,Sale,-47.68
10/21/2018,10/23/2018,CAFE MOZART BAKERY,Food & Drink,Sale,-21.75
10/22/2018,10/23/2018,WAL-MART #2649,Groceries,Sale,-22.29
10/21/2018,10/23/2018,KRAFTMAID CABINETRY,Home,Sale,-22.75
10/21/2018,10/22/2018,WAL-MART #1216,Groceries,Sale,-136.23
10/18/2018,10/19/2018,KROGER 0448,Groceries,Sale,-117.82
10/15/2018,10/17/2018,PEDIATRIC CENTER OF LAS C,Health & Wellness,Sale,-25.00
10/15/2018,10/16/2018,AMZN Mktp US*MT8AS9R70,Shopping,Sale,-49.95
10/15/2018,10/16/2018,A NO 1 AIR INC,Home,Sale,-12.00
10/15/2018,10/16/2018,WALGREENS #3921,Health & Wellness,Sale,-14.68
10/15/2018,10/16/2018,WALGREENS #3921,Health & Wellness,Sale,-10.00
10/14/2018,10/15/2018,WAL-MART #2649,Groceries,Sale,-50.72
10/11/2018,10/14/2018,TOM THUMB #2588,Groceries,Sale,-95.61
10/10/2018,10/10/2018,Payment Thank You Bill Pa,,Payment,2501.66
10/05/2018,10/07/2018,Amazon.com*MT41J46I1,Shopping,Sale,-46.37
10/06/2018,10/07/2018,WAL-MART #2649,Groceries,Sale,-144.36
10/04/2018,10/07/2018,TOM THUMB #2588,Groceries,Sale,-92.12
10/04/2018,10/05/2018,TARGET        00010322,Shopping,Sale,-15.88
10/04/2018,10/05/2018,TARGET        00010322,Shopping,Sale,-3.24
10/02/2018,10/03/2018,WALK IN AND URGENT CARE P,Health & Wellness,Sale,-25.00
09/30/2018,10/01/2018,KROGER 0577,Groceries,Sale,-94.25
09/30/2018,10/01/2018,PANERA BREAD #601385,Food & Drink,Sale,-15.07
09/28/2018,09/30/2018,VZWRLSS*PREPAID PYMNT,Bills & Utilities,Sale,-33.08
09/29/2018,09/30/2018,WAL-MART #2649,Groceries,Sale,-62.95
09/27/2018,09/28/2018,WAL-MART #1216,Groceries,Sale,-89.28
09/27/2018,09/27/2018,Kindle Unltd*MT1VS9VZ2,Shopping,Sale,-10.81
09/26/2018,09/27/2018,APL* ITUNES.COM/BILL,Shopping,Sale,-6.48
09/24/2018,09/25/2018,WAL-MART #1216,Groceries,Sale,-15.29
09/22/2018,09/23/2018,KROGER 0448,Groceries,Sale,-200.27
09/21/2018,09/23/2018,AMZN Mktp US*MT3RU63E1,Shopping,Sale,-12.33
09/22/2018,09/23/2018,Amazon.com*MT6GZ6J81,Shopping,Sale,-34.58
09/22/2018,09/23/2018,KROGER 0448,Groceries,Sale,-4.29
09/20/2018,09/21/2018,WAL-MART #1216,Groceries,Sale,-46.65
09/20/2018,09/21/2018,LOWES #00550*,Home,Sale,-2.90
09/20/2018,09/21/2018,AMZN Mktp US*MT0BH83G1,Shopping,Sale,-11.17
09/20/2018,09/21/2018,Amazon.com*MT1PX53A0,Shopping,Sale,-20.87
09/18/2018,09/19/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
09/17/2018,09/18/2018,A NO 1 AIR INC,Home,Sale,-4088.00
09/17/2018,09/18/2018,APL*ITUNES.COM/BILL,Shopping,Sale,-7.56
09/15/2018,09/17/2018,THE HOME DEPOT 6557,Home,Sale,-9.86
09/16/2018,09/17/2018,WAL-MART #426,Groceries,Sale,-72.20
09/15/2018,09/17/2018,MAIN STREET BISTRO BAKE,Food & Drink,Sale,-48.56
09/16/2018,09/17/2018,KROGER 0448,Groceries,Sale,-86.57
09/16/2018,09/17/2018,IKEA-FRISCO,Food & Drink,Sale,-17.30
09/15/2018,09/17/2018,TARGET        00010322,Shopping,Sale,-69.23
09/13/2018,09/16/2018,OFFICE DEPOT #554,Shopping,Sale,-8.87
09/14/2018,09/16/2018,WAL-MART #1216,Groceries,Sale,-35.96
09/15/2018,09/16/2018,A NO 1 AIR INC,Home,Sale,-12.00
09/14/2018,09/16/2018,PAYPAL *9479341CANA,Gifts & Donations,Sale,-126.77
09/14/2018,09/16/2018,OFFICE DEPOT #2144,Shopping,Sale,-4.75
09/13/2018,09/14/2018,MEINEKE CAR CARE 4239,Automotive,Sale,-78.68
09/12/2018,09/14/2018,TOM THUMB #2588,Groceries,Sale,-22.22
09/13/2018,09/13/2018,AMZN Mktp US*MT9RZ9FP1,Shopping,Sale,-22.17
09/13/2018,09/13/2018,Amazon.com*MT66O6LP0,Shopping,Sale,-18.24
09/11/2018,09/11/2018,Payment Thank You Bill Pa,,Payment,2644.03
09/10/2018,09/11/2018,WALGREENS #3921,Health & Wellness,Sale,-33.54
09/09/2018,09/10/2018,WAL-MART #2649,Groceries,Sale,-100.27
09/07/2018,09/09/2018,PANERA BREAD #601385,Food & Drink,Sale,-4.58
09/08/2018,09/09/2018,AMZN Mktp US,Shopping,Return,22.99
09/08/2018,09/09/2018,CVS/PHARMACY #03187,Health & Wellness,Sale,-42.08
09/08/2018,09/09/2018,KROGER 0448,Groceries,Sale,-48.50
09/06/2018,09/07/2018,WAL-MART #1216,Groceries,Sale,-112.08
09/04/2018,09/06/2018,TOM THUMB #2588,Groceries,Sale,-37.68
09/05/2018,09/06/2018,AMZN Mktp US,Shopping,Sale,-9.99
09/04/2018,09/05/2018,WAL-MART #1216,Groceries,Sale,-48.14
09/03/2018,09/05/2018,STARBUCKS STORE 2832,Food & Drink,Sale,-3.52
09/04/2018,09/05/2018,Amazon.com,Shopping,Sale,-6.82
09/03/2018,09/04/2018,HEB #557,Groceries,Sale,-11.23
09/03/2018,09/04/2018,HEB #557,Groceries,Sale,-53.39
09/03/2018,09/04/2018,HEB #557,Groceries,Sale,-2.14
09/03/2018,09/04/2018,HEB #557,Groceries,Sale,-5.35
09/03/2018,09/04/2018,AMZN Mktp US,Shopping,Return,12.95
08/30/2018,09/02/2018,TOM THUMB #2588,Groceries,Sale,-20.22
08/31/2018,09/02/2018,MEINEKE CAR CARE 4239,Automotive,Sale,-78.68
08/31/2018,09/02/2018,AMZN Mktp US,Shopping,Sale,-22.99
08/31/2018,09/02/2018,WAL-MART #2649,Groceries,Sale,-66.89
08/31/2018,09/02/2018,EXXONMOBIL    48043814,Gas,Sale,-18.71
08/29/2018,08/30/2018,WAL-MART #1216,Groceries,Sale,-61.75
08/29/2018,08/30/2018,AMZN Mktp US,Shopping,Sale,-13.79
08/28/2018,08/30/2018,IHOP #1409,Food & Drink,Sale,-44.04
08/27/2018,08/29/2018,TOM THUMB #2588,Groceries,Sale,-16.26
08/28/2018,08/29/2018,AMZN Mktp US,Shopping,Sale,-12.93
08/28/2018,08/29/2018,VZWRLSS*PREPAID PYMNT,Bills & Utilities,Sale,-33.08
08/27/2018,08/28/2018,Kindle Unltd,Shopping,Sale,-10.81
08/27/2018,08/28/2018,Amazon.com,Shopping,Sale,-10.80
08/26/2018,08/28/2018,TOM THUMB #2588,Groceries,Sale,-49.78
08/25/2018,08/27/2018,TOM THUMB #2588,Groceries,Sale,-9.64
08/25/2018,08/27/2018,EURO DELI,Groceries,Sale,-137.67
08/25/2018,08/27/2018,DAISO TX01 CARROLLTON,Shopping,Sale,-49.25
08/23/2018,08/26/2018,TOM THUMB #2588,Groceries,Sale,-79.60
08/23/2018,08/26/2018,TOM THUMB #2588,Groceries,Sale,-57.94
08/24/2018,08/26/2018,KROGER 0577,Groceries,Sale,-23.24
08/23/2018,08/26/2018,NEW YORK PIZZA PASTA,Food & Drink,Sale,-50.72
08/26/2018,08/26/2018,AMZN Mktp US,Shopping,Sale,-29.95
08/25/2018,08/26/2018,AMZN Mktp US,Shopping,Sale,-12.95
08/23/2018,08/24/2018,LOWES #00550*,Home,Sale,-21.93
08/22/2018,08/23/2018,WM SUPERCENTER #1216,Groceries,Sale,-26.62
08/22/2018,08/23/2018,NTTA AUTOCHARGE,Travel,Sale,-40.00
08/21/2018,08/23/2018,CARROLLTON FARMERS BRANCH,Education,Sale,-32.49
08/20/2018,08/22/2018,CAFE MOZART BAKERY,Food & Drink,Sale,-49.66
08/20/2018,08/22/2018,DAISO TX02 IRVING,Shopping,Sale,-46.55
08/20/2018,08/22/2018,CAFE MOZART BAKERY,Food & Drink,Sale,-1.89
08/21/2018,08/21/2018,AMZN Mktp US,Shopping,Sale,-24.97
08/19/2018,08/20/2018,AMZN Mktp US,Shopping,Sale,-47.98
08/18/2018,08/20/2018,TOM THUMB #2588,Groceries,Sale,-42.53
08/20/2018,08/20/2018,AMZN Mktp US,Shopping,Sale,-33.98
08/19/2018,08/20/2018,AMZN Mktp US,Shopping,Sale,-32.99
08/17/2018,08/20/2018,CAFE MOZART BAKERY,Food & Drink,Sale,-98.63
08/17/2018,08/20/2018,CAFE MOZART BAKERY,Food & Drink,Return,9.98
08/19/2018,08/20/2018,WAL-MART #2649,Groceries,Sale,-179.17
08/15/2018,08/19/2018,WAL-MART #2649,Groceries,Return,6.97
08/19/2018,08/19/2018,Amazon.com,Shopping,Sale,-37.63
08/17/2018,08/19/2018,AMZN Mktp US,Shopping,Sale,-21.99
08/16/2018,08/19/2018,SPROUTS FARMERS MAR,Groceries,Sale,-43.20
08/16/2018,08/17/2018,AMZN Mktp US,Shopping,Sale,-11.68
08/15/2018,08/16/2018,PAYPAL *9479341CANA,Gifts & Donations,Sale,-106.19
08/15/2018,08/16/2018,APPLIANCEPARTSPROS.COM,Home,Sale,-25.04
08/15/2018,08/16/2018,A NO 1 AIR INC,Home,Sale,-12.00
08/15/2018,08/16/2018,WAL-MART #2649,Groceries,Sale,-158.00
08/13/2018,08/14/2018,Amazon Prime,Bills & Utilities,Sale,-128.82
08/13/2018,08/14/2018,IKEA-FRISCO,Food & Drink,Sale,-11.89
08/11/2018,08/13/2018,BARNES &amp; NOBLE #2657,Shopping,Sale,-36.69
08/10/2018,08/12/2018,Amazon.com,Shopping,Sale,-44.31
08/10/2018,08/12/2018,TOM THUMB #2588,Groceries,Sale,-49.49
08/09/2018,08/12/2018,THE HOME DEPOT 6557,Home,Return,44.76
08/11/2018,08/12/2018,KROGER 0448,Groceries,Sale,-53.12
08/09/2018,08/10/2018,PUMP IT UP OF NORTH DALLA,Entertainment,Sale,-100.00
08/09/2018,08/10/2018,WAL-MART #2649,Groceries,Sale,-80.47
08/10/2018,08/10/2018,Payment Thank You Bill Pa,,Payment,3134.06
08/08/2018,08/10/2018,HOMEDEPOT.COM,Home,Sale,-44.76
08/07/2018,08/08/2018,WAL-MART #2649,Groceries,Sale,-74.47
08/07/2018,08/08/2018,WHOLEFDS LCL #10627,Groceries,Sale,-31.39
08/06/2018,08/07/2018,WAL-MART #2649,Groceries,Sale,-93.24
08/04/2018,08/06/2018,TOM THUMB #2588,Groceries,Sale,-31.14
08/06/2018,08/06/2018,AMZN Mktp US,Shopping,Sale,-16.99
08/05/2018,08/06/2018,WAL-MART #2649,Groceries,Sale,-26.42
08/03/2018,08/05/2018,AMZN Mktp US,Shopping,Sale,-10.89
08/04/2018,08/05/2018,KROGER 0448,Groceries,Sale,-65.36
08/04/2018,08/05/2018,CIMARRON AQUATICS CONS 3,Bills & Utilities,Sale,-10.00
08/02/2018,08/03/2018,IKEA-FRISCO,Home,Sale,-31.14
08/02/2018,08/03/2018,APPLIANCEPARTSPROS.COM,Home,Sale,-19.36
08/02/2018,08/03/2018,AMZN Mktp US,Shopping,Sale,-35.00
07/31/2018,08/02/2018,TOM THUMB #2588,Groceries,Sale,-92.48
08/01/2018,08/02/2018,WAL-MART #2649,Groceries,Sale,-44.37
07/31/2018,08/01/2018,WAL-MART #2649,Groceries,Sale,-90.00
07/30/2018,07/31/2018,CITY ACRES MARKET,Groceries,Sale,-19.37
07/29/2018,07/30/2018,AUNTIE ANNES NY,Food & Drink,Sale,-10.93
07/29/2018,07/30/2018,TARGET        00032292,Shopping,Sale,-19.99
07/27/2018,07/29/2018,GRISTEDES # 611,Groceries,Sale,-33.98
07/27/2018,07/29/2018,VZWRLSS*PREPAID PYMNT,Bills & Utilities,Sale,-33.08
07/27/2018,07/29/2018,HN-DUNKIN ST1021,Groceries,Sale,-4.00
07/27/2018,07/29/2018,EATALY FIDI MARKET,Groceries,Sale,-7.13
07/27/2018,07/27/2018,Amazon Kindle Unlimite,Shopping,Sale,-10.81
07/25/2018,07/27/2018,SEARS ROEBUCK   7936,Shopping,Sale,-82.95
07/25/2018,07/26/2018,Amazon.com,Shopping,Sale,-234.85
07/24/2018,07/25/2018,VESTA  *AT&amp;T,Bills & Utilities,Sale,-71.66
07/23/2018,07/24/2018,Amazon.com,Shopping,Sale,-39.43
07/23/2018,07/24/2018,WAL-MART #2649,Groceries,Sale,-83.79
07/22/2018,07/23/2018,STEIN-MART #0112,Shopping,Sale,-21.64
07/22/2018,07/23/2018,STEIN-MART #0112,Shopping,Return,70.79
07/21/2018,07/23/2018,STEIN-MART #0112,Shopping,Sale,-216.26
07/21/2018,07/22/2018,KROGER 0577,Groceries,Sale,-73.63
07/20/2018,07/22/2018,JCPENNEY 2410,Shopping,Sale,-27.05
07/19/2018,07/20/2018,WAL-MART #2649,Groceries,Sale,-91.20
07/19/2018,07/20/2018,WALGREENS #3921,Health & Wellness,Sale,-44.11
07/17/2018,07/19/2018,TOM THUMB #2588,Groceries,Sale,-65.77
