Transaction Date,Post Date,Description,Category,Type,Amount
01/27/2019,01/28/2019,WAL-MART #2883,Groceries,Sale,-51.23
01/25/2019,01/28/2019,KING SPA &amp; SAUNA,Health & Wellness,Sale,-88.00
01/27/2019,01/28/2019,IKEA-FRISCO,Food & Drink,Sale,-31.63
01/27/2019,01/28/2019,NTTA AUTOCHARGE,Travel,Sale,-40.00
01/27/2019,01/28/2019,IKEA-FRISCO,Home,Sale,-55.72
01/27/2019,01/28/2019,IKEA-FRISCO,Home,Return,28.13
01/27/2019,01/28/2019,BURKES OUT,Shopping,Sale,-21.64
01/26/2019,01/28/2019,ITIS FOOD SERVICES,Food & Drink,Sale,-22.99
01/26/2019,01/28/2019,TOM THUMB #1781,Groceries,Sale,-34.23
01/27/2019,01/27/2019,Kindle Unltd*MB3ZB7M92,Shopping,Sale,-10.81
01/26/2019,01/27/2019,SQ *DONOVAN CONCESSIONS,Food & Drink,Sale,-6.00
01/24/2019,01/27/2019,EXXONMOBIL    48187389,Gas,Sale,-18.97
01/25/2019,01/27/2019,H MART CARROLTON,Groceries,Sale,-113.92
01/25/2019,01/27/2019,SQ *ECCLESIA BAKERY,Food & Drink,Sale,-18.34
01/24/2019,01/25/2019,YEARBOOKS,Shopping,Sale,-20.00
01/24/2019,01/25/2019,YEARBOOKS,Shopping,Sale,-20.00
01/23/2019,01/24/2019,SMASHBURGER #1229,Food & Drink,Sale,-35.64
01/23/2019,01/24/2019,AMZN Mktp US*MB7C68PO2,Shopping,Sale,-38.96
01/23/2019,01/24/2019,PAYPAL *9479341CANA,Gifts & Donations,Sale,-106.19
01/21/2019,01/23/2019,NEW YORK PIZZA PASTA,Food & Drink,Sale,-38.98
01/22/2019,01/23/2019,GOOGLE *VOICE,Bills & Utilities,Sale,-25.00
01/22/2019,01/23/2019,GOOGLE *VOICE,Bills & Utilities,Sale,-10.00
01/22/2019,01/23/2019,AMZN Mktp US*MB4OE1B21,Shopping,Sale,-9.19
01/22/2019,01/23/2019,KROGER 0448,Groceries,Sale,-37.16
01/21/2019,01/22/2019,AMZN Mktp US*MB9FF9EV2,Shopping,Sale,-119.99
01/19/2019,01/21/2019,HALF PRICE BOOKS #058,Shopping,Sale,-75.90
01/21/2019,01/21/2019,AMZN Mktp US*MB0E96AI2,Shopping,Sale,-78.49
01/19/2019,01/20/2019,COTTON PATCH CAFE - LE,Food & Drink,Sale,-40.11
01/19/2019,01/20/2019,MESSINAHOFGRTIX133468,Entertainment,Sale,-237.74
01/19/2019,01/20/2019,SMOOTHIE KING #1455,Food & Drink,Sale,-11.02
01/15/2019,01/18/2019,EXXONMOBIL    47908124,Gas,Sale,-19.00
01/17/2019,01/18/2019,WAL-MART #1216,Groceries,Sale,-53.18
01/16/2019,01/17/2019,Amazon.com*MB3JY6ZN2,Shopping,Sale,-13.30
01/15/2019,01/17/2019,PAPARAZZI PIZZA,Food & Drink,Sale,-9.73
01/15/2019,01/16/2019,A NO 1 AIR INC,Home,Sale,-12.00
01/14/2019,01/15/2019,WAL-MART #1216,Groceries,Sale,-79.04
01/13/2019,01/15/2019,85C BAKERY CAFE USA,Food & Drink,Sale,-29.79
01/13/2019,01/14/2019,ESCAPE,Food & Drink,Sale,-8.64
01/13/2019,01/14/2019,H MART CARROLTON,Groceries,Sale,-175.83
01/12/2019,01/13/2019,PAYPAL *STEAMGAMES,Shopping,Sale,-50.03
01/11/2019,01/13/2019,KROGER 0448,Groceries,Sale,-65.93
01/09/2019,01/11/2019,MCDONALD'S M4109 OF TX,Food & Drink,Sale,-3.78
01/10/2019,01/11/2019,AMZN Mktp US*MB3Y40TV0,Shopping,Sale,-61.95
01/09/2019,01/10/2019,PANDA EXPRESS #2398,Food & Drink,Sale,-8.01
01/09/2019,01/10/2019,WAL-MART #2649,Groceries,Sale,-10.54
01/10/2019,01/10/2019,Payment Thank You Bill Pa,,Payment,2471.01
01/08/2019,01/09/2019,AMZN Mktp US*MB1XK7NB1,Shopping,Sale,-5.90
01/08/2019,01/09/2019,WAL-MART #1216,Groceries,Sale,-36.54
01/07/2019,01/09/2019,SHELL OIL 57524793007,Gas,Sale,-24.77
01/06/2019,01/08/2019,ROPPOLO'S PIZZA,Food & Drink,Sale,-45.20
01/07/2019,01/08/2019,GAP US 1540,Shopping,Sale,-16.23
01/06/2019,01/08/2019,ROPPOLO'S PIZZA,Food & Drink,Sale,-8.00
01/05/2019,01/07/2019,TARGET        00024299,Shopping,Sale,-324.74
01/06/2019,01/07/2019,H-E-B #380,Groceries,Sale,-61.00
01/06/2019,01/07/2019,AMZN Mktp US*MB4S794S1,Shopping,Sale,-59.99
01/05/2019,01/07/2019,EXXONMOBIL    48043814,Gas,Sale,-19.93
01/06/2019,01/07/2019,AMZN Mktp US*MB8S554R1,Shopping,Sale,-178.59
01/05/2019,01/07/2019,EXXONMOBIL    48043814,Gas,Sale,-45.48
01/04/2019,01/06/2019,KROGER 0448,Groceries,Sale,-21.65
01/04/2019,01/06/2019,BJS RESTAURANTS 424,Food & Drink,Sale,-80.76
01/04/2019,01/06/2019,KIDMANIA - LEWISVILLE - G,Entertainment,Sale,-17.30
01/05/2019,01/06/2019,NTTA AUTOCHARGE,Travel,Sale,-40.00
01/04/2019,01/06/2019,KROGER 0448,Groceries,Sale,-8.65
01/03/2019,01/04/2019,IKEA-FRISCO,Home,Sale,-391.76
01/02/2019,01/04/2019,LOWES #00550*,Home,Sale,-86.11
01/03/2019,01/04/2019,IKEA-FRISCO,Food & Drink,Sale,-12.96
01/03/2019,01/03/2019,AMZN Mktp US*M237N2SV2,Shopping,Sale,-35.99
01/01/2019,01/03/2019,SPA CASTLE TEXAS,Health & Wellness,Sale,-20.00
01/02/2019,01/03/2019,SPA CASTLE TEXAS,Health & Wellness,Sale,-16.20
01/01/2019,01/02/2019,SMOOTHIE KING #1455,Food & Drink,Sale,-11.02
01/01/2019,01/02/2019,WAL-MART #1216,Groceries,Sale,-138.78
01/01/2019,01/02/2019,CHEVRON 0210271,Gas,Sale,-10.49
01/01/2019,01/02/2019,Amazon.com,Shopping,Return,0.16
12/31/2018,01/01/2019,GUITAR CENTER #463,Shopping,Sale,-8.65
12/31/2018,01/01/2019,KROGER 0448,Groceries,Sale,-46.78
12/31/2018,01/01/2019,KROGER 0448,Groceries,Sale,-222.39
